Annual_Income,Investment,Deduction,Tax
4103321,394575,122453,775887.9
2904837,372323,110277,426671.1
3734239,103562,36520,778247.1
1292377,232301,24833,65286.45
4827033,254572,192419,1014012.6
3507181,164922,71475,681235.2
1173780,59767,214182,44983.1
3116451,27322,18143,621295.8
2718152,318055,99472,390187.5
4657871,197652,112132,1004426.1
2192811,246995,97005,254643.3
548090,25678,58538,8193.7
567348,85265,73795,5414.4
1576283,86918,113041,125264.8
342324,190954,92159,0.0
2570688,342654,133796,328271.4
2055808,324346,242328,147826.8
1570567,152777,87166,116124.8
4470459,222605,158311,926862.9
4786119,370127,237631,953508.3
4265470,372160,168312,817499.4
4904798,313195,111542,1044018.3
3527419,399426,10553,635232.0
3872138,359809,165590,704021.7
2790476,144559,118381,458260.8
4479011,49402,23612,1021799.1
1187841,284848,86673,36632.0
1817053,309171,74459,136684.6
2166545,79092,35804,315494.7
3093940,287869,51154,526475.1
4797603,84105,181178,1059696.0
4182441,176295,239113,830109.9
1457068,374449,120183,54365.4
4614406,178456,196218,971919.6
644274,82993,150689,5529.6
4661589,379825,156470,937588.2
1636980,249500,12693,124957.4
1458052,390177,40971,64035.6
3105994,50027,136633,575800.2
3197762,107017,208579,564649.8
2643293,38354,195626,422793.9
3290267,330921,90078,560780.4
4092323,235754,84227,831702.6
1547076,172973,88990,107022.6
1430887,332110,96034,60411.45
2057610,245335,210381,180568.2
4689850,298659,95567,988687.2
2998385,118698,50677,548703.0
3965288,23573,78402,858993.9
2174401,387554,190910,178781.1
2146220,63915,108104,292260.3
3388744,287204,208675,567859.5
396470,200166,32291,0.0
1617223,149471,38497,135851.0
1305146,75421,125135,75688.5
2678081,65610,41969,471150.6
3929126,30933,249334,794657.7
3894843,92168,183156,785855.7
4523445,326042,238066,887801.1
4456419,25589,157749,981924.3
3434790,31612,40245,708879.9
3156495,67611,63312,607671.6
4391363,38888,176386,952826.7
1824833,301561,18267,151501.5
3177337,212395,49812,574539.0
2298891,228623,144847,277626.3
1420439,327584,135562,53593.95
3896804,234463,86924,772625.1
897296,294035,216874,4319.35
1799302,244370,204150,120156.4
3372951,354275,35875,594840.3
1928687,344237,105803,145729.4
1050101,201366,57589,34114.6
4350612,48557,13534,986556.3
2209406,267368,208661,220013.1
1214918,393273,180952,19069.3
746758,365961,159155,0.0
4892929,284336,71807,1061035.8
278625,196104,61670,0.0
3083552,200923,85465,539149.2
3681961,317090,64720,690045.3
1526647,69884,183962,104560.2
4292608,328504,180672,835029.6
4932315,345396,182401,1021355.4
2777576,248917,107619,426312.0
566205,61472,13739,9549.7
3295315,55455,161829,623409.3
3394480,48672,43107,690810.3
4545680,23756,143934,1013397.0
3820834,255437,92533,741859.2
3180639,389071,27487,529224.3
3114781,239526,38353,551070.6
4355519,90030,18984,973951.5
3867860,78151,33130,826973.7
4602360,54047,83794,1039355.7
4190285,213463,219110,827313.6
4907089,287308,178351,1032429.0
2877144,315766,50080,453389.4
3075896,318124,22839,520479.9
2288540,104688,234979,284661.9
2989956,174684,195629,485892.9
2869980,98066,108874,498912.0
971384,219948,51499,24993.7
769777,211644,140094,5901.95
3949181,370804,146428,729584.7
3137698,128115,92036,575264.1
4480625,53043,85926,1002496.8
2682593,141886,39778,450278.7
4278812,97831,115528,919635.9
4281464,236855,73192,891425.1
3640742,86250,193255,708371.1
406498,210496,95376,0.0
3137296,86345,138219,573819.6
4838887,203950,39980,1078487.1
2986582,262591,176891,464130.0
1350500,105898,24065,94107.4
1826590,258429,135361,136560.0
2211977,110034,20559,324415.2
4282654,113923,134514,910265.1
914468,30273,83969,35022.6
3610160,72460,149728,716391.6
3535727,392947,53210,626871.0
1130112,281940,203060,19511.2
4802994,96939,41477,1099373.4
3287099,170111,116111,600263.1
4524277,34017,246678,973074.6
4245609,102901,39529,930953.7
2292823,133000,28262,339468.3
1298173,321359,75087,45259.05
1752025,294727,178721,105715.4
2841661,329169,194860,395289.6
2162584,195326,61686,271671.6
4027538,77943,183937,829697.4
475049,160586,177649,0.0
1567191,189488,84299,108680.8
3111509,21511,228597,558420.3
997419,102151,230725,21454.3
1329924,202966,205399,48233.85
2630932,44225,201124,415674.9
1904753,49152,123044,219767.1
654772,388197,46409,0.0
1965499,86107,169152,213072.0
821107,144387,169267,10372.65
2325406,177260,207264,282264.6
2767334,343054,156681,380279.7
2336213,261608,29535,313521.0
3608509,62530,133828,723645.3
3029499,360897,145182,457026.0
2163722,61999,119518,294661.5
3060860,26609,148279,565791.6
798884,209841,203616,4271.35
2249254,198469,58637,297644.4
1237471,331466,174146,28185.9
4503486,287295,182736,910036.5
4406532,26406,227484,945792.6
1951667,344822,84405,156732.0
3867556,67062,238297,768659.1
3117340,231501,53872,549590.1
508517,184028,22185,115.2
1607133,131377,116706,121810.0
955475,335974,161950,7877.55
4189311,223753,11396,886248.6
998013,255303,13460,27925.0
3038890,249975,112657,502877.4
1502078,33133,192386,105311.8
4588843,294353,186461,932408.7
674226,391972,235628,0.0
3917591,263693,249848,721215.0
3517727,271061,17676,668697.0
4367923,269336,47312,915382.5
3853101,243573,144220,739592.4
948956,356825,153344,6939.35
4151529,263733,207435,804108.3
3653096,336489,12655,691185.6
4530669,324729,184177,906528.9
1004950,316782,65863,17230.5
425211,40645,71045,676.05
4342966,300552,55517,896069.1
4507950,32521,84227,1017360.6
515798,369558,184710,0.0
1780814,320365,84789,125132.0
2133376,120131,214133,239733.6
4141113,172158,220161,824638.2
3271097,299067,64322,572312.4
405683,101761,111800,0.0
3253475,289346,130782,550004.1
4980741,377819,145294,1037288.4
2237755,188278,232310,245150.1
2156039,130443,61141,289336.5
1705465,31218,20716,196059.3
4442814,327836,70644,913300.2
1244170,203761,135650,45713.85
2959644,117148,98499,523199.1
461830,288860,228496,0.0
3812613,276448,210788,697613.1
3579049,298232,142454,641508.9
771998,51001,203297,10885.0
4310119,286430,220970,840815.7
3996169,155811,205419,790481.7
325388,50158,145239,0.0
2025767,382537,127323,154772.1
2579753,25605,113849,432089.7
1747618,76492,199445,144336.2
4271080,23321,236895,903259.2
4678690,195613,91117,1017588.0
3739443,250592,101730,716136.3
2808944,294314,189793,397451.1
751174,76045,169895,10261.7
3131777,239300,70972,546451.5
2998996,272985,84963,492314.4
445246,392684,217430,0.0
3946176,174886,64534,812026.8
2593394,274599,177823,342291.6
761083,121101,126093,10694.45
1262384,282962,34121,51795.15
1116964,28434,81736,61019.1
299104,207225,221369,0.0
3306277,50571,163198,627752.4
1113663,322838,71581,26924.4
4650072,376570,229703,913139.7
1456861,138792,36123,106389.2
3369612,65485,61036,672927.3
3141005,163141,140062,551340.6
4986319,77198,88855,1146079.8
507681,118316,156662,0.0
344018,371114,187337,0.0
2248197,92928,195396,287961.9
2304780,369942,208792,217813.8
3689782,72290,32701,775437.3
4673408,142664,213611,995139.9
1092186,274628,51178,31638.0
4637814,31766,115734,1047094.2
1743293,370391,47118,115156.8
2801314,33292,35387,519790.5
1374905,237295,67613,70499.55
3355958,198703,56666,630176.7
3508084,276817,180207,615318.0
454451,92944,39554,1097.65
2230290,388590,129387,213693.9
3674328,54533,234389,715621.8
4999959,362917,52146,1075468.8
653322,144433,110037,4942.6
4821843,55059,154060,1083817.2
4560796,155938,193191,963500.1
4327716,356109,26456,883545.3
4609879,80661,129681,1019861.1
2340545,325496,245493,230866.8
2158802,392195,132573,190210.2
1798075,370517,211650,93181.6
743948,201808,170286,3592.7
4418962,54075,214669,945065.4
3994085,111931,71405,843224.7
1030641,233023,152106,19551.2
4716134,248594,228595,971683.5
1804205,44104,10877,224767.2
1954597,347971,239022,123520.8
4015689,89222,72718,856124.7
2801331,261955,68100,441382.8
3377748,379157,233849,529422.6
1085036,344989,227285,10638.1
2619822,240758,19642,407826.6
4251070,28769,110844,933437.1
2638278,115369,206215,395008.2
3133791,70375,239457,547187.7
4430413,32268,60483,1001298.6
3746605,161916,75293,752818.8
1555487,356318,85450,77057.85
558623,211835,247331,0.0
3897371,384821,106629,721776.3
3546903,162305,123140,678437.4
2518115,268339,59508,357080.4
1440402,312640,117815,61492.05
1397116,191398,141651,69610.05
3206566,98807,22587,625551.6
4022763,190585,76181,826799.1
560375,202833,189542,0.0
2376453,301609,212871,258591.9
1521300,159322,157000,90995.6
3909731,80503,102345,818064.9
4638087,258026,53591,997941.0
4092411,41310,41901,902760.0
1265416,274740,103411,43726.5
2564181,280199,149571,340323.3
3654231,266501,141305,673927.5
3515696,375662,158490,594463.2
4822148,52206,69566,1110112.8
4455003,29764,219538,961710.3
3591861,206668,25246,707984.1
4978307,260269,179857,1061454.3
2865804,254099,113425,449484.0
4562717,240651,123400,959599.8
2232243,154048,44503,310107.6
1942128,158498,145349,191484.3
3663654,46710,76477,762140.1
3520209,323531,141421,616577.1
465400,157558,102798,0.0
2907025,190330,208013,452604.6
3574664,394562,83000,629130.6
4836440,267704,154580,1024246.8
3844058,304767,107565,729517.8
4834258,305950,120123,1022455.5
2385219,275223,77081,309874.5
1996621,134162,200167,198687.6
4462377,180229,126434,946714.2
4480339,25521,38957,1024758.3
1494625,295035,148968,67593.3
483782,102331,224346,0.0
3985466,42474,115634,848207.4
1833246,177579,145360,153092.1
976331,30687,166816,32882.8
2044291,118550,31150,268377.3
4148606,370906,97877,803946.9
3232448,108484,120540,601027.2
3128117,382619,115139,489107.7
4731617,326435,241961,948966.3
4531772,68296,31091,1029715.5
2293037,60225,141972,327252.0
4636007,54828,56702,1057343.1
3983149,262463,29725,807288.3
3337821,315856,38722,594972.9
3054802,308967,165150,474205.5
4407263,373518,223119,843187.8
4738198,362318,28059,1004346.3
1863325,320196,28161,154490.4
3862744,305409,211773,703668.6
1376798,372431,100345,45603.3
2983460,324156,20687,491585.1
4365362,293060,92503,893939.7
1953377,357189,109770,147283.6
1502557,196604,18694,107451.8
4548515,109860,180590,977419.5
3582049,244551,137260,660071.4
1740687,62634,109459,170578.2
4931993,249709,171713,1053171.3
1173160,377623,199915,14781.1
4307025,94992,181800,909069.9
3852684,293513,60087,749725.2
3197893,301473,184623,513539.1
4038963,229826,224986,775245.3
4124910,368844,211764,763290.6
3401629,122960,236941,612518.4
2509776,32410,196505,384258.3
3618045,180802,117941,695790.6
4590092,188775,236748,949370.7
2882578,250083,217459,424510.8
1218616,175244,66561,56521.65
4467733,22684,15364,1028905.5
1500956,302031,87008,76787.55
1740036,171898,145046,134618.4
3119729,328923,225496,469593.0
2059377,350239,225138,146800.0
1315923,213360,34053,70276.5
1970856,220579,181144,170739.9
806110,147510,142282,10815.9
1214163,121261,229171,41373.1
3262539,76068,182661,601143.0
4452271,300257,217517,880349.1
4292879,325005,115128,855823.8
3931887,360631,48966,756687.0
2572523,307761,36070,368607.6
4125358,380474,207715,761150.7
1463261,242236,119573,75217.8
4996771,308394,244362,1033204.5
501537,23055,242810,0.0
2006124,354481,116327,160594.8
1091531,147615,152318,34159.8
1114645,122255,160271,38211.9
1678127,342676,49829,107124.4
721082,256675,71125,4664.1
2171277,109376,225027,251062.2
4504849,29933,115111,1007941.5
3697794,51979,115277,759161.4
1865777,65047,10169,237168.3
3754905,24137,103943,788047.5
3762664,293567,102408,710006.7
1223181,109851,154021,53896.35
3366810,54482,57313,676504.5
1741633,334627,88735,113654.2
1783854,252723,70131,142200.0
2311774,316898,136195,257604.3
3040358,43363,221084,532773.3
4110562,299229,117127,808261.8
3440664,76889,182836,654281.7
2015524,384234,171971,141863.8
1500632,99951,228007,85901.1
2572621,281050,57740,370149.3
387478,148227,206562,0.0
3493087,338558,164353,597052.8
1159711,137159,122339,45031.95
3961584,198124,78570,805467.0
1869715,106934,154400,182514.3
2840310,52691,54047,520071.6
1877687,237252,129168,153380.1
1210612,74697,160868,56257.05
677387,286027,211596,0.0
3896259,51712,82666,828564.3
1794613,235932,112173,139301.6
1547638,133655,65251,119746.4
4879988,303689,10791,1069652.4
2404174,300348,22333,324447.9
2680525,43268,177681,437872.8
3345010,268562,201630,562445.4
2706070,104383,78892,456838.5
739626,272982,181362,0.0
538859,257903,145997,0.0
4999766,226724,151836,1086361.8
1796236,270736,64226,142254.8
4251412,139755,87632,907207.5
2540870,379084,49468,333695.4
844305,310580,12094,11081.55
4507341,248757,55583,960900.3
4009834,380668,59021,771043.5
2877988,106842,212858,467486.4
454366,325117,25362,0.0
752420,96369,182647,8670.2
2501401,107533,187093,362032.5
1929161,53521,228244,194218.8
1288199,246556,22185,62918.7
910902,263251,180843,8340.4
1788112,322118,91678,124863.2
1976676,62448,128984,235573.2
1620073,290082,176141,83077.5
4403585,202185,53190,944463.0
1935996,124262,211877,179957.1
3496417,203707,150836,642562.2
952436,223243,168185,13050.4
2793788,225237,26888,462498.9
1602144,208894,24748,123700.4
1801330,69934,61013,201114.9
1221248,347670,171275,25230.3
4907851,379348,125091,1021023.6
2857411,303631,30715,456919.5
1943439,204391,183651,166619.1
2081094,295013,12906,231952.5
3687172,265979,103125,695420.4
1309325,225827,21808,69253.5
2213571,191869,162184,257855.4
4669323,207370,230701,969375.6
847218,396720,74945,3777.65
4065144,102209,77105,865749.0
3686252,102299,120212,739122.3
1067052,64933,206747,34537.2
2235957,96579,211291,278426.1
1678080,160642,246106,104266.4
1351928,157958,36419,83632.65
2771279,110177,136258,457453.2
2350343,349863,21156,293797.2
4346392,376750,15062,886374.0
2976016,49018,194889,519632.7
1494289,367983,168817,53623.35
692939,173658,44940,8717.05
1302207,315689,32463,53108.25
3532972,22566,46188,739265.4
554224,259471,81813,0.0
4664473,96489,234227,1000127.1
2961793,347499,44017,471083.1
4997263,92940,124375,1133984.4
2569124,146731,171316,375323.1
4173227,118382,12697,912644.4
2323290,230674,242129,255146.1
2768970,224447,155975,416564.4
4139877,251538,120930,830222.7
1977408,42129,64086,261357.9
3051742,50845,98385,570753.6
3338272,99449,46652,657651.3
1305675,268380,148326,43896.9
3814375,292883,239470,684606.6
1215188,209244,210899,34504.5
4998703,153745,71631,1131998.1
2411088,254669,90527,319767.6
2570484,51171,186649,399799.2
4355223,109179,219648,907918.8
3072988,120022,114084,551664.6
4169047,161696,129771,863274.0
3718792,128906,123645,739872.3
737510,72930,69019,14778.05
3825168,185680,214812,727402.8
4305447,69649,241677,898236.3
1923879,233528,161539,158643.6
2030752,83503,130807,244932.6
3543331,193196,114528,670682.1
4014455,398803,75233,762125.7
4585518,116875,10372,1037481.3
653082,184139,243865,0.0
451139,71538,220809,0.0
4154722,57455,212459,865442.4
2996866,253547,81564,498526.5
1457786,40243,133297,106849.2
342601,143793,138058,0.0
3425684,393515,73615,587566.2
3634068,89231,39445,751617.6
879085,94648,200219,14210.9
2209925,314203,95532,240057.0
3259887,209939,234588,544608.0
1768087,92778,119435,166762.2
2263321,357621,204841,210257.7
2768638,75283,165203,458445.6
853103,83853,163806,15544.4
4483583,40001,175172,980523.0
4816235,22700,155810,1091317.5
2239968,209219,86974,283132.5
2495854,295483,131049,320796.6
4889681,269126,189871,1029205.2
2866241,227692,188501,435014.4
3093586,311687,141827,492021.6
1507008,318074,72716,77432.7
4320211,248510,79061,897792.0
4093688,211745,39884,852617.7
3866984,49044,11796,841843.2
4567561,360817,154826,915575.4
4268365,213833,153233,870389.7
1253171,222556,127747,45430.2
3150737,395141,77713,503364.9
1620485,248479,103668,103667.6
1931076,103725,77586,224929.5
1861935,308156,192213,122313.2
362990,360657,132206,0.0
1231883,117585,100666,62044.8
1918321,41694,123796,225849.3
3543705,195460,48577,689900.4
1868702,380904,64765,134606.6
1750071,233440,34841,146358.0
4009505,52835,35498,876351.6
276806,218470,118567,0.0
4859688,38186,231717,1076935.5
4514423,180617,245352,926536.2
2123722,262130,122642,221685.0
1769603,326535,218783,94857.0
2218541,125858,77229,304636.2
2754659,386343,137855,369138.3
2000740,48401,73914,263527.5
1113403,117764,192275,35336.4
1129903,78611,234874,36641.8
1135421,294346,121399,26967.6
4528384,214440,234015,923978.7
1228836,254891,24838,52366.05
3473522,315279,202743,586650.0
2467181,108121,111224,374350.8
429830,133944,96765,0.0
1806518,276556,79703,140051.8
3734144,133765,163687,731007.6
2909083,83535,194847,489210.3
4363640,399472,51845,873696.9
4750398,205165,237777,992236.8
1486497,397617,48907,65995.95
1797261,133056,172230,148395.0
1116183,297619,206115,16244.9
872893,195977,240834,6804.1
4789014,99870,226787,1038707.1
4145958,104366,217955,847091.1
701157,143836,242786,726.75
1515898,112814,194248,91767.2
2370539,366429,65421,281606.7
1130412,247119,43330,38996.3
3481185,60185,189217,669534.9
2491281,84398,65244,402491.7
3984044,271326,213600,749735.4
567875,116682,218826,0.0
1478337,96593,131696,100009.6
2916078,177499,50564,506404.5
734814,127518,236939,3517.85
1476134,75535,113963,107327.2
3940583,129626,229076,774564.3
2770107,396334,225963,344343.0
1880668,214762,190568,145067.6
1849908,296204,131299,134481.0
2414412,164679,130972,335628.3
2603847,83560,72469,434345.4
2880146,215285,12716,495643.5
3142478,109610,173433,557830.5
2234117,212848,37254,295204.5
2693282,199936,52632,432214.2
279725,236381,113964,0.0
1435574,52970,204213,86758.65
4548859,179282,246608,936890.7
1045928,64088,119623,41221.7
1138036,31683,31277,71261.4
3221783,382775,136833,510652.5
2912761,213320,27503,501581.4
2763024,246608,216712,389911.2
2790034,186624,110566,447853.2
2648083,393933,96921,347168.7
2803314,250179,173307,413948.4
4990319,65321,86180,1151645.4
4159439,345709,162759,795291.3
4161146,140454,189481,849363.3
1890920,194933,119264,173016.9
1957017,190236,181170,175683.3
939556,102095,174622,21283.9
3039247,133610,42864,558831.9
3107261,196035,149850,528412.8
3475830,23532,170855,684432.9
2503722,134527,196885,351693.0
1899729,365607,106923,135439.8
1366271,278950,219982,41733.9
2778268,243289,55596,443814.9
3349555,287600,162367,569876.4
1931641,23413,159694,224560.2
766409,27085,190153,12458.55
916165,179009,166564,13529.6
3038363,40563,139739,557418.3
4726321,319719,29733,1013060.7
3960388,279605,119082,768510.3
3485192,27386,22372,730630.2
3017891,120244,121950,532709.1
3513050,79150,45256,716593.2
1990687,180644,194017,184807.8
2185090,186343,83353,274618.2
995182,200882,94757,24954.3
4187270,96566,205755,865484.7
666978,164210,124687,3904.05
1283316,149549,115700,62710.05
2871038,198441,159297,453990.0
3630355,166718,68546,718527.3
4986905,48812,18064,1176008.7
2020485,108958,113073,239536.2
4992297,358325,155058,1043674.2
4118452,296772,51689,830997.3
4255605,44486,206924,901258.5
2451044,281290,197677,291623.1
1562743,321410,173915,70112.7
2991094,370412,228061,417786.3
2177205,66557,54006,316992.6
3984445,236033,42195,811865.1
354195,228803,10203,0.0
4351036,235330,181735,880191.3
1588486,36494,213175,117763.4
2415251,316630,187886,273220.5
1727852,239508,55248,136619.2
3464850,81635,17460,709726.5
1970023,151197,128463,207108.9
2920308,68814,234128,485209.8
3812169,143141,67230,780539.4
4277446,82363,197148,899380.5
736275,63162,132268,12042.25
548871,267364,195782,0.0
1407655,147083,204860,68356.8
3199281,27590,145427,607879.2
1544929,316994,41935,87900.0
2754594,307374,127739,395844.3
1493294,297202,12663,87514.35
3817675,99837,182463,760612.5
1146816,123397,233947,33947.2
4057085,309183,104903,792899.7
2664802,272903,160618,369384.3
693031,216892,214997,0.0
1340668,320478,228070,34212.0
3040373,63525,141110,550721.4
3933444,146681,188884,779363.7
4166643,104194,200934,858454.5
3537058,179515,20318,701167.5
3453503,286116,149992,605218.5
2035516,84936,71243,263801.1
4408179,373847,195003,851798.7
540998,129877,245562,0.0
2078022,311663,120723,193690.8
3298593,384561,94044,545996.4
1659854,358008,220865,72147.15
431360,75881,164855,0.0
2694026,306876,46902,402074.4
2765419,168745,107845,446648.7
4388286,95909,229286,918927.3
1541210,268271,177611,74299.2
2893061,25720,221919,493626.6
3834197,341259,81074,723559.2
561955,397987,58949,0.0
2377599,71940,209865,328738.2
2475198,91762,114765,380601.3
1815070,219584,56543,161682.9
4081342,189091,21398,861255.9
4632794,104833,236806,987346.5
4948713,300350,222652,1027713.3
4040328,373615,228380,731499.9
4960899,377313,155844,1028322.6
4146892,292880,205186,794647.8
2513089,389081,83436,312171.6
3712092,158043,217398,700995.3
4687610,338721,170083,953641.8
3489536,277989,119809,627521.4
2576133,151003,60396,409420.2
1989461,369846,120583,149806.4
2400224,360838,76193,288957.9
4252713,273686,119461,857869.8
837100,373454,224691,0.0
3665871,75155,30840,767962.8
2631732,148491,196292,386084.7
2127971,162180,231039,220425.6
2599316,97613,168691,399903.6
4291059,76938,108119,931800.6
3116757,121163,205330,537079.2
1586921,350642,90061,81932.7
2497939,248861,73900,352553.4
4604685,37751,55384,1053465.0
1827969,393305,134679,109997.0
4184999,221818,39917,876979.2
4513224,314534,212571,895835.7
2997176,383357,122301,447455.4
3278149,128712,98155,615384.6
2888509,80403,80071,518410.5
3901387,309003,66425,757787.7
2354683,119124,90116,343632.9
2777419,145940,185658,433746.3
1961672,309244,71321,174332.1
3462883,213356,205468,613217.7
3278631,399494,77512,540487.5
2821165,249179,198161,412147.5
2028539,336668,203344,147705.4
4274733,122757,111973,912000.9
1664022,105049,128880,136018.6
4051250,64974,57055,878766.3
1202246,197550,10937,59063.85
269675,335912,228588,0.0
323997,231468,27673,0.0
1217561,330688,112974,32389.9
2248671,170856,82957,298457.4
736799,31774,189654,10768.55
2488057,186040,170572,339433.5
4714344,97678,198928,1025321.4
2659029,332279,22953,391139.1
4171451,45158,77052,914772.3
816088,91587,187412,11854.45
2012999,79317,53042,264192.0
908003,26371,240780,19085.2
2650081,376370,129180,343359.3
1055113,321499,81706,20190.8
2713160,380100,167579,349644.3
1183396,194447,134765,40418.4
3412801,133538,143425,640751.4
4284464,218491,21999,913192.2
1853546,221429,86474,163692.9
2342101,122126,73134,344052.3
2209310,28338,141652,311796.0
1706081,173079,226321,111336.2
365359,284621,214901,0.0
2413859,229743,80086,331209.0
4695655,324567,55248,994752.0
3985444,358117,235026,717690.3
3791483,311380,127651,705735.6
2842631,151440,72249,485682.6
1934351,307983,206906,133892.4
1762760,137537,177956,139453.4
1712436,131902,157500,134606.8
3807689,383195,17647,722054.1
4696228,27139,78079,1077303.0
3130593,178213,226851,517658.7
2113236,390458,211386,153417.6
2596582,346406,204225,313785.3
3823465,157776,90094,772678.5
4017255,152959,63546,840225.0
1849792,294119,193776,122379.4
4724770,151616,90919,1044670.5
700930,104984,40033,12795.65
4997647,108366,95075,1138261.8
2652187,197395,95625,407750.1
3748408,140491,108820,749729.1
2615600,70382,208809,400922.7
3927361,306070,41000,774087.3
3288915,116538,82113,627079.2
341006,133117,153701,0.0
4401785,295477,247478,857649.0
4328584,299086,202597,848070.3
4573654,231292,177498,949459.2
938725,94397,147994,24633.4
3153030,175905,210894,529869.3
1038768,234062,103435,25127.1
456487,303674,136956,0.0
3887820,67060,236371,775316.7
3534321,101292,210544,666745.5
928841,220630,232353,8792.9
3189302,61104,109294,605671.2
3702501,22634,227963,735571.2
295232,216282,71049,0.0
2695840,243753,106155,403779.6
1629904,289432,17721,114550.2
4099033,225600,126539,824068.2
1687188,54253,182029,140181.2
1906321,47005,111013,224490.9
788645,268583,194231,1291.55
1821951,331968,121870,123622.6
4775121,359846,77714,1001268.3
3079455,244673,240214,478370.4
2753292,37798,105166,483098.4
2440421,180373,121992,341416.8
3616823,75267,19747,756542.7
2860469,23846,141050,508671.9
2417354,83571,134102,359904.3
1347353,296625,162390,43833.8
4635010,144908,139244,1005257.4
1074255,62154,167691,39441.0
3721750,202248,249001,681150.3
4725156,149447,83640,1047620.7
3015331,264372,57746,507963.9
838158,28048,148410,21170.0
2880723,47386,76704,526989.9
4081661,184408,139511,827322.6
1115139,124794,221795,31855.0
1828638,316857,237681,104820.0
4016484,167863,66500,834636.3
3151717,97481,207555,554004.3
2461738,322043,239536,270047.7
539768,110217,235743,0.0
2889929,297119,152395,432124.5
3383211,264985,221158,569120.4
2518185,93247,78163,404032.5
3477544,130295,222840,637322.7
1976199,294249,138191,163127.7
4720013,69645,28919,1086434.7
4618327,312290,159728,943892.7
693945,231846,63956,4907.15
271253,326438,26544,0.0
3853110,357740,60936,730330.2
2526787,42612,200360,385144.5
2504614,54120,229590,366271.2
4102666,192076,29566,864307.2
1200162,41294,136854,63302.1
1524634,104300,24880,129090.8
3005063,221168,193848,477014.1
1478807,364263,153008,54230.4
372775,363240,106284,0.0
4764276,155496,225019,1015128.3
4713158,60615,22198,1089103.5
664600,46863,18376,14968.05
2519070,263571,77432,353420.1
4663359,49469,119791,1048229.7
2283901,123101,176244,295366.8
3081569,174256,225531,504534.6
1698763,371590,158188,85347.75
2769507,132613,73295,469079.7
1506715,137456,150885,93674.8
330257,186247,239953,0.0
1776534,83872,61313,189404.7
1074143,52208,116873,45759.3
3264938,203517,30232,609356.7
4052986,71998,224300,827006.4
4972727,339138,218992,1024379.1
621616,263783,43609,711.2
2210155,203535,126859,263928.3
3874064,79895,198571,778679.4
1025158,52894,49021,48486.45
2960527,41990,55108,559028.7
2018967,93230,140221,235654.8
1166383,56087,232886,42741.0
529215,290817,217435,0.0
3093236,189271,95305,542598.0
3987859,314331,14821,797612.1
523349,305697,130501,0.0
4368893,267881,158869,882642.9
2210584,203359,75580,279493.5
3983003,325924,236215,726259.2
1666207,124794,159142,126454.2
828688,259939,15236,12675.65
4476156,102158,36745,1001175.9
2724653,21420,147697,466660.8
3452209,198512,103353,645103.2
4477995,216948,160181,930259.8
4838645,64310,167071,1082179.2
782726,256896,181849,2199.05
4202255,63953,14014,937286.4
4067242,287131,48548,819468.9
489968,242670,211203,0.0
538963,196589,51033,0.0
2842536,52456,193242,479051.4
3225635,138763,49060,611343.6
3551017,189252,77096,685400.7
769165,241916,68235,7950.7
4664084,105398,86860,1041547.8
3690866,224278,102001,709376.1
4128363,137183,105285,865768.5
3493484,371926,35822,625720.8
3274243,280360,218602,532584.3
1277557,49681,92392,80322.6
2246170,290467,130123,247674.0
4138577,349537,44985,823216.5
1456123,198295,35276,94510.4
1866596,116123,184111,169908.6
2035559,111354,223044,210348.3
558449,176319,144059,0.0
4097125,380952,18330,809352.9
783634,235148,167045,4072.05
4182747,242445,205630,820401.6
440237,290628,159593,0.0
1106047,181754,240203,23409.0
4873636,90459,85811,1109209.8
4665677,147162,231156,986207.7
1656368,363600,58119,96929.8
1095474,173010,124619,34784.5
4815537,74890,168624,1071606.9
1474744,33319,235833,91118.4
3597769,389841,47603,648097.5
2381018,146193,38940,358765.5
3501128,341576,187037,591754.5
4879375,87696,18377,1131990.6
3739429,338629,210050,657225.0
2758426,142359,72308,463127.7
2781086,213365,214010,406113.3
544746,157293,45961,2074.6
4602892,45294,237751,995954.1
1952159,161110,14928,232836.3
4007985,204721,19604,835098.0
4052177,28255,58029,889767.9
2253426,219307,103300,279245.7
3601463,129429,154849,695155.5
373950,107464,181436,0.0
4773942,132848,62068,1073707.8
1403224,201155,166663,65310.9
4482851,43855,211145,968355.3
2900235,54758,202550,492878.1
4990039,269416,197275,1057004.4
1990534,281272,172977,160885.5
4141839,125094,122236,868352.7
1554766,356233,113949,72687.6
2553554,287527,145333,336208.2
3648147,264951,175775,662226.3
4270120,80112,198265,897522.9
3196862,160909,232652,540990.3
2926517,99486,47306,533917.5
4557086,93528,79962,1015078.8
877220,200875,72432,15391.3
693316,119354,142430,6576.6
3767741,229965,88959,734645.1
3706653,352422,44537,692908.2
725595,33369,37337,20488.9
1715744,80428,135762,149910.8
2138806,156116,139162,253058.4
3494424,85123,73247,700816.2
2398091,373058,101301,277119.6
4211676,158333,187565,859733.4
2010462,260222,27576,216799.2
2488673,300208,45584,342864.3
1873154,220130,49035,181196.7
4308848,295834,103733,872784.3
3730826,383169,164481,654952.8
1059178,383011,145928,11511.95
4920817,34559,105980,1134083.4
2812605,330573,228209,376146.9
971037,299116,224034,7394.35
3482244,61530,97163,697065.3
3049250,226145,182257,492254.4
1271469,143297,216778,46709.1
